Isolate_Id	Isolate_Name	Subtype	Host	Country	Region	Collection_Date	Segments_in_metadata	n_segs_sequenced	Missing_metadata_segs	Missing_sequence_segs	Short_sequence_segs
EPI_ISL_377198	B/Antananarivo/3125/2019	B	Human	Madagascar		2019-05-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311940	B/Antananarivo/5080/2017	B	Human	Madagascar		2017-11-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311924	B/Antsirabe/5308/2017	B	Human	Madagascar		2017-12-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311923	B/Antsirabe/4579/2017	B	Human	Madagascar		2017-10-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311922	B/Antsirabe/4725/2017	B	Human	Madagascar		2017-10-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_311921	B/Moramanga/5388/2017	B	Human	Madagascar		2017-12-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_213311	B/Antsirabe/3949/2015	B	Human	Madagascar		2015-09-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_19687096	B/Madagascar/03662/2024	B	Human	Madagascar		2024-11-26	2	2	PB2;PB1;PA;NP;NA;MP	PB2;PB1;PA;NP;NA;MP	
EPI_ISL_387002	B/Antananarivo/3493/2019	B	Human	Madagascar		2019-06-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_387001	B/Antananarivo/3435/2019	B	Human	Madagascar		2019-06-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_387000	B/Antananarivo/3426/2019	B	Human	Madagascar		2019-05-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321000	B/Antananarivo/2831/2018	B	Human	Madagascar		2018-06-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_320999	B/Antananarivo/2260/2018	B	Human	Madagascar		2018-05-15	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_140384	B/Tsiroanomandidy/3810/2012	B	Human	Madagascar		2012-07-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_140383	B/Toamasina/5040/2012	B	Human	Madagascar		2012-10-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_140379	B/Moramanga/4761/2012	B	Human	Madagascar		2012-09-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_140378	B/Mananjary/5388/2012	B	Human	Madagascar		2012-11-14	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_140377	B/Mahajanga/3849/2012	B	Human	Madagascar		2012-07-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_140357	B/Antsirabe/4171/2012	B	Human	Madagascar		2012-07-31	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99980	B/Madagascar/8699/2011	B	Human	Madagascar		2011-07-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99979	B/Madagascar/3866/2011	B	Human	Madagascar		2011-07-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99978	B/Madagascar/2550/2011	B	Human	Madagascar		2011-05-31	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99977	B/Madagascar/2354/2011	B	Human	Madagascar		2011-05-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_99976	B/Madagascar/1191/2011	B	Human	Madagascar		2011-03-25	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_1034776	B/Mahajanga/00153/2020	B	Human	Madagascar		2020-01-08	2	2	PB2;PB1;PA;NP;NA;MP	PB2;PB1;PA;NP;NA;MP	
EPI_ISL_321800	B/Moramanga/1068/2018	B	Human	Madagascar		2018-03-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321785	B/Antsirabe/2830/2018	B	Human	Madagascar		2018-06-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_321784	B/Antananarivo/2831/2018	B	Human	Madagascar		2018-06-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231737	B/Tsaralalana/2412/2016	B	Human	Madagascar		2016-05-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_231720	B/Manjakaray/2477/2016	B	Human	Madagascar		2016-06-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_175134	B/Madagascar/2439/2014	B	Human	Madagascar		2014-08-28	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_175133	B/Madagascar/2384/2014	B	Human	Madagascar		2014-08-25	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_175132	B/Madagascar/2340/2014	B	Human	Madagascar		2014-08-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158880	B/Madagascar/03261/2013	B	Human	Madagascar		2013-09-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_158879	B/Madagascar/03256/2013	B	Human	Madagascar		2013-09-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_60072	B/Madagascar/4254/2009	B	Human	Madagascar		2009-06-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_60071	B/Madagascar/4540/2009	B	Human	Madagascar		2009-06-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_60070	B/Madagascar/4550/2009	B	Human	Madagascar		2009-06-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_60069	B/Madagascar/4554/2009	B	Human	Madagascar		2009-06-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_60068	B/Madagascar/4551/2009	B	Human	Madagascar		2009-06-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_20254994	B/Madagascar/02964/2025	B	Human	Madagascar	Bongolava	2025-08-07	2	2	PB2;PB1;PA;NP;NA;MP	PB2;PB1;PA;NP;NA;MP	
EPI_ISL_389240	B/Antananarivo/3780/2019	B	Human	Madagascar		2019-06-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389239	B/Antananarivo/3779/2019	B	Human	Madagascar		2019-06-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389238	B/Antananarivo/3745/2019	B	Human	Madagascar		2019-06-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389237	B/Antananarivo/3743/2019	B	Human	Madagascar		2019-06-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389236	B/Antananarivo/3688/2019	B	Human	Madagascar		2019-06-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389235	B/Antananarivo/3624/2019	B	Human	Madagascar		2019-06-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389234	B/Antananarivo/3593/2019	B	Human	Madagascar		2019-06-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389233	B/Antananarivo/3592/2019	B	Human	Madagascar		2019-06-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389232	B/Antananarivo/3566/2019	B	Human	Madagascar		2019-06-11	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389231	B/Antananarivo/3336/2019	B	Human	Madagascar		2019-05-29	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_389230	B/Antananarivo/2877/2019	B	Human	Madagascar		2019-05-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_274369	B/Toamasina/1433/2017	B	Human	Madagascar		2017-04-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_274368	B/Toamasina/0740/2017	B	Human	Madagascar		2017-03-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_274367	B/Toamasina/0289/2017	B	Human	Madagascar		2017-02-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_274362	B/NosyBe/1095/2017	B	Human	Madagascar		2017-03-09	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_274358	B/Fianarantsoa/2440/2017	B	Human	Madagascar		2017-05-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_273913	B/Nosy Be/1638/2017	B	Human	Madagascar		2017-04-04	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_191923	B/Tsaralalana/1283/2015	B	Human	Madagascar		2015-03-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_191893	B/Mahajanga/271/2015	B	Human	Madagascar		2015-01-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_191888	B/Itaosy/126/2015	B	Human	Madagascar		2015-01-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_191878	B/Antsirabe/1037/2015	B	Human	Madagascar		2015-03-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_191877	B/Antananarivo/1315/2015	B	Human	Madagascar		2015-03-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_191876	B/Antananarivo/1012/2015	B	Human	Madagascar		2015-03-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_93717	B/Madagascar/0236/2011	B	Human	Madagascar		2011-01-28	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_85700	B/Madagascar/7766/2010	B	Human	Madagascar		2010-12-13	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_70235	B/Madagascar/5866/2009	B	Human	Madagascar		2009-08-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70234	B/Madagascar/6103/2009	B	Human	Madagascar		2009-08-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70233	B/Madagascar/7002/2009	B	Human	Madagascar		2009-08-31	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70232	B/Madagascar/6028/2009	B	Human	Madagascar		2009-08-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70231	B/Madagascar/5618/2009	B	Human	Madagascar		2009-07-17	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70230	B/Madagascar/4867/2009	B	Human	Madagascar		2009-06-30	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70229	B/Madagascar/5680/2009	B	Human	Madagascar		2009-07-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70228	B/Madagascar/7135/2009	B	Human	Madagascar		2009-09-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70227	B/Madagascar/7279/2009	B	Human	Madagascar		2009-09-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_70226	B/Madagascar/6945/2009	B	Human	Madagascar		2009-08-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	HA
EPI_ISL_14653412	B/Mahajanga/04112/2022	B	Human	Madagascar		2022-05-23	2	2	PB2;PB1;PA;NP;NA;MP	PB2;PB1;PA;NP;NA;MP	
EPI_ISL_341812	B/Mahajanga/6396/2018	B	Human	Madagascar		2018-12-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341806	B/Antsirabe/6674/2018	B	Human	Madagascar		2018-12-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341805	B/Antsirabe/6672/2018	B	Human	Madagascar		2018-12-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341804	B/Antsirabe/6397/2018	B	Human	Madagascar		2018-12-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341803	B/Antsirabe/6255/2018	B	Human	Madagascar		2018-11-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_341802	B/Antananarivo/4039/2018	B	Human	Madagascar		2018-09-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128140	B/Madagascar/03165/2012	B	Human	Madagascar		2012-05-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128139	B/Madagascar/03142/2012	B	Human	Madagascar		2012-05-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128138	B/Madagascar/02856/2012	B	Human	Madagascar		2012-04-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128137	B/Madagascar/02853/2012	B	Human	Madagascar		2012-03-28	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128136	B/Madagascar/01732/2012	B	Human	Madagascar		2012-03-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128135	B/Madagascar/01706/2012	B	Human	Madagascar		2012-03-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128134	B/Madagascar/01593/2012	B	Human	Madagascar		2012-02-27	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128133	B/Madagascar/01591/2012	B	Human	Madagascar		2012-02-21	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_128110	B/Madagascar/03104/2012	B	Human	Madagascar		2012-04-25	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79609	B/Madagascar/2766/2010	B	Human	Madagascar		2010-04-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79608	B/Madagascar/2766/2010	B	Human	Madagascar		2010-04-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79607	B/Madagascar/82/2010	B	Human	Madagascar		2010-01-12	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_79606	B/Madagascar/1184/2010	B	Human	Madagascar		2010-03-16	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_301625	B/Antsirabe/5308/2017	B	Human	Madagascar		2017-12-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_276654	B/Analavory/2827/2017	B	Human	Madagascar		2017-06-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_261275	B/Madagascar/7507/2016	B	Human	Madagascar		2016-12-01	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_261274	B/Madagascar/6556/2016	B	Human	Madagascar		2016-11-02	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_261273	B/Madagascar/6379/2016	B	Human	Madagascar		2016-10-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_261272	B/Madagascar/6265/2016	B	Human	Madagascar		2016-10-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_261271	B/Madagascar/6005/2016	B	Human	Madagascar		2016-10-10	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_261270	B/Madagascar/5226/2016	B	Human	Madagascar		2016-09-19	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_261269	B/Madagascar/5014/2016	B	Human	Madagascar		2016-09-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145624	B/Tsiroanomandidy/485/2013	B	Human	Madagascar		2013-02-18	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145623	B/Tsiroanomandidy/1124/2013	B	Human	Madagascar		2013-03-26	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145601	B/Moramanga/1070/2013	B	Human	Madagascar		2013-03-20	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145600	B/Mahajanga/697/2013	B	Human	Madagascar		2013-03-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145599	B/Madagascar/01609/2013	B	Human	Madagascar		2013-04-29	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145598	B/Madagascar/01481/2013	B	Human	Madagascar		2013-04-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145576	B/Antananarivo/1226/2013	B	Human	Madagascar		2013-04-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_145575	B/Antananarivo/1077/2013	B	Human	Madagascar		2013-03-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138521	B/Tsiroanomandidy/4477/2012	B	Human	Madagascar		2012-08-29	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138515	B/Moramanga/3812/2012	B	Human	Madagascar		2012-07-03	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138506	B/Mahajanga/5196/2012	B	Human	Madagascar		2012-11-06	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138505	B/Maevatanana/5151/2012	B	Human	Madagascar		2012-11-05	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138504	B/Maevatanana/4280/2012	B	Human	Madagascar		2012-08-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138489	B/Antsirabe/5074/2012	B	Human	Madagascar		2012-10-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138488	B/Antananarivo/5020/2012	B	Human	Madagascar		2012-10-23	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_138487	B/Antananarivo/3552/2012	B	Human	Madagascar		2012-06-07	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_171962	B/Madagascar/3129/2014	B	Human	Madagascar		2014-10-24	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_171961	B/Madagascar/3124/2014	B	Human	Madagascar		2014-10-22	2	2	PB2;PB1;PA;NP;MP;NS	PB2;PB1;PA;NP;MP;NS	
EPI_ISL_100394	A/Madagascar/66220/2002	A / H3N2	Human	Madagascar		2002-07-19	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_100389	A/Madagascar/62645/2001	A / H3N2	Human	Madagascar		2001-05-19	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_100385	A/Madagascar/70081/2003	A / H3N2	Human	Madagascar		2003-06-16	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_100382	A/Madagascar/71824/2004	A / H3N2	Human	Madagascar		2004-02-18	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_100379	A/Madagascar/1208/2007	A / H3N2	Human	Madagascar		2007-07-26	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	
EPI_ISL_100360	A/Madagascar/3108/95	A / H1N1	Human	Madagascar		1995-04-07	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_100330	A/Madagascar/2379/2006	A / H1N1	Human	Madagascar		2006-10-09	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_99936	A/Madagascar/9274/2011	A / H1N1	Human	Madagascar		2011-08-11	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	
EPI_ISL_2650	A/Madagascar/57794/2000	A / H1N1	Human	Madagascar		2000-01-01	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138926	A/Madagascar/6974/2009	A / H1N1	Human	Madagascar		2009-08-31	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138923	A/Madagascar/9559/2009	A / H1N1	Human	Madagascar		2009-11-11	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138922	A/Madagascar/9726/2009	A / H1N1	Human	Madagascar		2009-11-19	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138921	A/Madagascar/9114/2009	A / H1N1	Human	Madagascar		2009-10-28	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138920	A/Madagascar/9680/2009	A / H1N1	Human	Madagascar		2009-11-17	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138919	A/Madagascar/10188/2009	A / H1N1	Human	Madagascar		2009-12-15	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138916	A/Madagascar/9372/2009	A / H1N1	Human	Madagascar		2009-11-05	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138915	A/Madagascar/9588/2009	A / H1N1	Human	Madagascar		2009-11-12	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138891	A/Madagascar/9221/2009	A / H1N1	Human	Madagascar		2009-10-01	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138883	A/Madagascar/9895/2009	A / H1N1	Human	Madagascar		2009-11-26	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138882	A/Madagascar/9928/2009	A / H1N1	Human	Madagascar		2009-11-28	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138881	A/Madagascar/10148/2009	A / H1N1	Human	Madagascar		2009-12-11	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138875	A/Madagascar/9330/2009	A / H1N1	Human	Madagascar		2009-11-04	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138874	A/Madagascar/8898/2009	A / H1N1	Human	Madagascar		2009-10-23	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138873	A/Madagascar/6004/2009	A / H1N1	Human	Madagascar		2009-08-13	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_138872	A/Madagascar/7567/2009	A / H1N1	Human	Madagascar		2009-10-11	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_18285	A/MADAGASCAR/2761/2006	A / H3N2	Human	Madagascar		2006-11-17	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_18660	A/Madagascar/2121/2007	A / H1N1	Human	Madagascar		2007-10-31	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_18659	A/Madagascar/2119/2007	A / H1N1	Human	Madagascar		2007-10-30	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
EPI_ISL_18655	A/Madagascar/2323/2007	A / H1N1	Human	Madagascar		2007-12-05	1	1	PB2;PB1;PA;NP;NA;MP;NS	PB2;PB1;PA;NP;NA;MP;NS	HA
